time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461250000	-23.5034	-7.5225	4.87246	2.47888	-0.496054	radar	1.40189	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6691	-7.37787	4.82435	2.45262	-0.496859	lidar	0.889817	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8621	-7.21581	4.85788	2.42697	-0.496985	radar	0.857295	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0158	-7.121	4.73397	2.41708	-0.484338	lidar	1.6508	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1849	-6.94837	4.7104	2.38484	-0.49242	radar	2.19031	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3582	-6.69012	4.83722	2.33312	-0.514569	lidar	4.42369	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5246	-6.52247	4.77604	2.30484	-0.519937	radar	3.39408	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6153	-6.39268	4.60875	2.28042	-0.517519	lidar	5.55125	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7552	-6.21428	4.59017	2.251	-0.520844	radar	0.496904	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9461	-5.98828	4.72623	2.22103	-0.524837	lidar	2.54953	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0779	-5.78879	4.72838	2.18982	-0.528705	radar	2.19077	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2092	-5.61169	4.69654	2.16605	-0.526429	lidar	0.0815753	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3621	-5.41925	4.7596	2.14881	-0.516142	radar	1.01987	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5103	-5.17996	4.84869	2.1176	-0.520891	lidar	0.620159	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6394	-4.99786	4.85913	2.10386	-0.506196	radar	6.54569	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.747	-4.8265	4.77522	2.08325	-0.502033	lidar	0.518882	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8704	-4.61584	4.81007	2.06192	-0.496836	radar	0.432731	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9844	-4.36165	4.88553	2.02873	-0.503738	lidar	0.626528	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0989	-4.14447	4.83083	1.9971	-0.515894	radar	10.1718	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1959	-3.84827	4.96808	1.95641	-0.528162	lidar	2.14712	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.275	-3.61745	4.9058	1.91783	-0.544955	radar	3.52886	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.3076	-3.354	4.92065	1.87255	-0.558763	lidar	5.63984	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3609	-3.11382	4.88903	1.83319	-0.572487	radar	1.1079	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3862	-2.88571	4.84184	1.79601	-0.578763	lidar	2.35672	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4426	-2.66094	4.82021	1.76897	-0.577475	radar	1.12278	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.5094	-2.52399	4.63086	1.75765	-0.563529	lidar	4.33865	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5632	-2.28981	4.65964	1.73428	-0.557506	radar	0.796132	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6086	-2.09641	4.58827	1.71231	-0.552831	lidar	0.57073	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.639	-1.86352	4.60765	1.68741	-0.547217	radar	2.28745	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6385	-1.6039	4.6587	1.64967	-0.55522	lidar	1.84129	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6403	-1.38134	4.62606	1.61376	-0.565253	radar	1.74556	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.643	-1.1485	4.62699	1.58328	-0.56694	lidar	0.0990053	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6706	-0.928234	4.61161	1.56366	-0.559442	radar	4.54364	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6796	-0.662175	4.6919	1.53721	-0.558342	lidar	0.468975	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6716	-0.417582	4.71802	1.50458	-0.566047	radar	2.04977	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6283	-0.100526	4.89112	1.46593	-0.57389	lidar	3.27527	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.6103	0.144561	4.90037	1.43754	-0.575573	radar	2.46392	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5841	0.452378	5.04259	1.41038	-0.574216	lidar	1.10279	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5691	0.693067	5.01171	1.3938	-0.560437	radar	1.64482	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5544	0.980379	5.09875	1.3751	-0.553278	lidar	2.02061	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5146	1.24548	5.10356	1.35935	-0.535497	radar	8.03785	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4526	1.47055	5.05202	1.32925	-0.538091	lidar	0.306539	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.4146	1.67885	4.94551	1.31253	-0.525156	radar	9.21843	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3543	1.87523	4.85297	1.28493	-0.526405	lidar	0.456783	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2905	2.10332	4.83768	1.26036	-0.524333	radar	0.166248	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2243	2.2825	4.72606	1.23289	-0.525625	lidar	0.684548	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1625	2.49649	4.66383	1.21628	-0.512389	radar	1.68121	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.077	2.74649	4.73187	1.19196	-0.511148	lidar	0.257129	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9893	2.97087	4.76802	1.16298	-0.517702	radar	1.91413	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8797	3.26836	4.93928	1.1407	-0.514211	lidar	1.67458	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7989	3.49622	4.92198	1.123	-0.506553	radar	2.14913	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6911	3.69126	4.86823	1.09423	-0.50942	lidar	0.235153	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5793	3.89501	4.83817	1.06772	-0.509763	radar	1.10505	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5103	4.06179	4.71424	1.04898	-0.505443	lidar	3.33843	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.392	4.25748	4.69173	1.02288	-0.505512	radar	0.585171	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2289	4.49007	4.78749	0.991619	-0.509375	lidar	2.41033	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0824	4.67823	4.72954	0.964615	-0.505865	radar	9.53628	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9611	4.87289	4.71844	0.942747	-0.503365	lidar	0.302415	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8096	5.05986	4.7082	0.914864	-0.504037	radar	2.50355	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6358	5.28739	4.81272	0.889426	-0.503332	lidar	1.25826	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4682	5.47327	4.86621	0.857114	-0.511937	radar	0.685267	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2803	5.65201	4.88699	0.823665	-0.517702	lidar	1.49367	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1178	5.81718	4.88816	0.793728	-0.52331	radar	3.06017	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9438	5.97829	4.8688	0.764212	-0.526053	lidar	0.112791	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.8019	6.14249	4.69117	0.75229	-0.50664	radar	4.85384	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6341	6.2984	4.68012	0.726687	-0.506969	lidar	0.0133027	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4895	6.4524	4.57864	0.71075	-0.496359	radar	1.86217	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2516	6.69549	4.80485	0.694751	-0.487031	lidar	5.21341	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0632	6.8279	4.73387	0.666839	-0.487324	radar	5.82093	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8425	7.01024	4.83315	0.64456	-0.484569	lidar	1.3438	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6348	7.14793	4.85366	0.614999	-0.489234	radar	1.42192	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4474	7.29191	4.84455	0.5935	-0.487085	lidar	0.222142	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2176	7.43635	4.98677	0.562062	-0.496722	radar	2.00507	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0321	7.5947	4.98487	0.548351	-0.488241	lidar	1.91571	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8519	7.74802	4.86113	0.540654	-0.469884	radar	6.38722	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6404	7.89205	4.89004	0.521835	-0.465949	lidar	0.143462	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4571	8.01203	4.79521	0.504609	-0.459308	radar	1.84911	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2365	8.05439	4.72202	0.459228	-0.477339	lidar	4.00891	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0543	8.17672	4.55079	0.450071	-0.459893	radar	6.86811	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8715	8.32806	4.57585	0.44528	-0.445653	lidar	3.51296	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.632	8.4432	4.69816	0.421559	-0.44814	radar	4.42159	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3711	8.5928	4.82819	0.409227	-0.438739	lidar	2.12948	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1853	8.69571	4.65432	0.398667	-0.424996	radar	2.76333	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9828	8.80213	4.6515	0.38365	-0.420253	lidar	0.56442	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7992	8.89007	4.49315	0.370521	-0.410289	radar	2.02335	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.571	8.97684	4.52901	0.349653	-0.410099	lidar	0.394377	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.337	9.07563	4.59283	0.333311	-0.406544	radar	4.95158	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0351	9.18982	4.76827	0.317057	-0.40118	lidar	6.99965	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8287	9.26138	4.71557	0.298575	-0.399726	radar	1.53282	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5606	9.37805	4.82688	0.290011	-0.389514	lidar	1.64109	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2952	9.42454	4.96089	0.256817	-0.403455	radar	4.50583	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9858	9.56725	5.14172	0.257059	-0.385406	lidar	4.31731	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7487	9.64748	5.01517	0.248072	-0.37253	radar	3.89383	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4627	9.76435	5.13061	0.244419	-0.35952	lidar	1.75105	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.22	9.83795	5.10688	0.231379	-0.354802	radar	0.648454	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9379	9.96616	5.21549	0.234057	-0.337732	lidar	2.16194	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6882	10.0314	5.18284	0.22009	-0.334228	radar	0.192483	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4359	10.1389	5.2177	0.219567	-0.321381	lidar	1.95438	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1828	10.2069	5.21508	0.207421	-0.317948	radar	0.607205	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9492	10.2357	5.16018	0.184547	-0.323962	lidar	0.371629	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7099	10.292	5.08601	0.173822	-0.3177	radar	0.573182	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4931	10.2917	4.99855	0.145166	-0.328571	lidar	1.03232	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1882	10.333	5.21204	0.124815	-0.334374	radar	7.65227	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9234	10.3912	5.23757	0.11599	-0.327956	lidar	0.387852	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6929	10.4126	5.0336	0.102763	-0.320323	radar	6.60341	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4513	10.389	4.9932	0.0713287	-0.332777	lidar	1.6711	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1947	10.4104	4.99466	0.0561487	-0.330934	radar	0.616131	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8786	10.5553	5.17083	0.0803922	-0.296848	lidar	9.20644	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6394	10.5971	5.02128	0.0770125	-0.283003	radar	2.80339	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3866	10.604	5.02089	0.0588914	-0.286108	lidar	0.19699	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1302	10.6249	5.03095	0.0466182	-0.284226	radar	0.300959	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8699	10.7157	5.07728	0.0574697	-0.264022	lidar	5.19616	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6169	10.7544	5.02805	0.0542081	-0.253687	radar	2.1295	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3787	10.7322	4.9917	0.0300125	-0.263141	lidar	0.867814	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.137	10.7543	4.91065	0.0241343	-0.254653	radar	1.09895	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8828	10.8204	4.94658	0.0306031	-0.239168	lidar	3.13902	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.6145	10.8355	4.96438	0.0224474	-0.234653	radar	3.05374	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3797	10.8563	4.94426	0.0152476	-0.231326	lidar	0.667981	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.1009	10.8186	5.19647	-0.0176232	-0.25626	radar	7.69227	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7944	10.8033	5.28202	-0.0326992	-0.257086	lidar	2.77691	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5409	10.8005	5.23709	-0.0428814	-0.254037	radar	0.2693	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3054	10.7978	5.18986	-0.0538143	-0.253188	lidar	0.943231	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0772	10.8304	4.94956	-0.0450697	-0.228812	radar	7.1783	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.81121	10.8776	4.99771	-0.0375014	-0.213365	lidar	2.84996	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.59379	10.8532	4.90637	-0.0530857	-0.216763	radar	3.5251	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.32513	10.8823	4.95984	-0.049728	-0.20508	lidar	1.35213	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.09192	10.8574	4.88591	-0.0626222	-0.205467	radar	2.40629	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.81804	10.8911	4.95228	-0.0561825	-0.191721	lidar	1.89865	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.58896	10.8477	4.88893	-0.0748078	-0.198087	radar	5.78228	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.42626	10.7784	4.72372	-0.104777	-0.215438	lidar	3.29775	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.18989	10.7786	4.6678	-0.105103	-0.204618	radar	1.91266	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.83061	10.828	4.92155	-0.084948	-0.178212	lidar	7.94108	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.58284	10.8198	4.84194	-0.0851853	-0.166922	radar	2.80881	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.29275	10.8137	4.93938	-0.0861678	-0.160202	lidar	1.12523	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.08172	10.8292	4.74275	-0.0772694	-0.140498	radar	5.12801	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
